codigo,nombre,nivel,padre,grupo,naturaleza,estado_financiero,epigrafe,tipo_analitico,bidireccional,is_contra,pymes,epigrafe_pymes,cashflow_bucket
530,Participaciones a corto plazo en partes vinculadas,3,53,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,INVERSION
5303,Participaciones a corto plazo en empresas del grupo,4,530,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,INVERSION
5304,Participaciones a corto plazo en empresas asociadas,4,530,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,INVERSION
5305,Participaciones a corto plazo en otras partes vinculadas,4,530,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 1. Instrumentos de patrimonio,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 1. Instrumentos de patrimonio,INVERSION
531,Valores representativos de deuda a corto plazo de partes vinculadas,3,53,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,INVERSION
5313,Valores representativos de deuda a corto plazo de empresas del grupo,4,531,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,INVERSION
5314,Valores representativos de deuda a corto plazo de empresas asociadas,4,531,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,INVERSION
5315,Valores representativos de deuda a corto plazo de otras partes vinculadas,4,531,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 3. Valores representativos de deuda,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 3. Valores representativos de deuda,INVERSION
532,Créditos a corto plazo a partes vinculadas,3,53,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,INVERSION
5323,Créditos a corto plazo a empresas del grupo,4,532,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,INVERSION
5324,Créditos a corto plazo a empresas asociadas,4,532,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,INVERSION
5325,Créditos a corto plazo a otras partes vinculadas,4,532,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 2. Créditos a empresas,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 2. Créditos a empresas,INVERSION
533,Intereses a corto plazo de valores representativos de deuda de partes vinculadas,3,53,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,INVERSION
5333,Intereses a corto plazo de valores representativos de deuda de empresas del grupo,4,533,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,INVERSION
5334,Intereses a corto plazo de valores representativos de deuda de empresas asociadas,4,533,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 3. Valores representativos de deuda,INVERSION
5335,Intereses a corto plazo de valores representativos de deuda de otras partes vinculadas,4,533,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 3. Valores representativos de deuda,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 3. Valores representativos de deuda,INVERSION
534,Intereses a corto plazo de créditos a partes vinculadas,3,53,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,INVERSION
5343,Intereses a corto plazo de créditos a empresas del grupo,4,534,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,INVERSION
5344,Intereses a corto plazo de créditos a empresas asociadas,4,534,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 2. Créditos a empresas,INVERSION
5345,Intereses a corto plazo de créditos a otras partes vinculadas,4,534,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 2. Créditos a empresas,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 2. Créditos a empresas,INVERSION
535,Dividendo a cobrar de inversiones financieras en partes vinculadas,3,53,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,INVERSION
5353,Dividendo a cobrar de empresas del grupo,4,535,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,INVERSION
5354,Dividendo a cobrar de empresas asociadas,4,535,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,,0,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,INVERSION
5355,Dividendo a cobrar de otras partes vinculadas,4,535,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 5. Otros activos financieros,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 5. Otros activos financieros,INVERSION
539,Desembolsos pendientes sobre participaciones a corto plazo en partes vinculadas,3,53,5,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,,0,1,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,INVERSION
5393,Desembolsos pendientes sobre participaciones a corto plazo en empresas del grupo,4,539,5,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,,0,1,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,INVERSION
5394,Desembolsos pendientes sobre participaciones a corto plazo en empresas asociadas,4,539,5,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,,0,1,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,INVERSION
5395,Desembolsos pendientes sobre participaciones a corto plazo en otras partes vinculadas,4,539,5,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 1. Instrumentos de patrimonio,,0,1,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 1. Instrumentos de patrimonio,INVERSION
54,Otras inversiones financieras a corto plazo,2,5,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo,INVERSION
540,Inversiones financieras a corto plazo en instrumentos de patrimonio,3,54,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 1. Instrumentos de patrimonio,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 1. Instrumentos de patrimonio,INVERSION
541,Valores representativos de deuda a corto plazo,3,54,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 3. Valores representativos de deuda,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 3. Valores representativos de deuda,INVERSION
542,Créditos a corto plazo,3,54,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 2. Créditos a empresas,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 2. Créditos a empresas,INVERSION
543,Créditos a corto plazo por enajenación de inmovilizado,3,54,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 2. Créditos a empresas,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 2. Créditos a empresas,INVERSION
544,Créditos a corto plazo al personal,3,54,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / III. Deudores comerciales y otras cuentas a cobrar / 4. Personal,,0,0,1,B) Activo corriente / II. Deudores comerciales y otras cuentas a cobrar / 4. Personal,INVERSION
545,Dividendo a cobrar,3,54,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 5. Otros activos financieros,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 5. Otros activos financieros,INVERSION
546,Intereses a corto plazo de valores representativos de deuda,3,54,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 3. Valores representativos de deuda,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 3. Valores representativos de deuda,INVERSION
547,Intereses a corto plazo de créditos,3,54,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 2. Créditos a empresas,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 2. Créditos a empresas,INVERSION
548,Imposiciones a corto plazo,3,54,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 5. Otros activos financieros,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 5. Otros activos financieros,INVERSION
549,Desembolsos pendientes sobre participaciones en el patrimonio neto a corto plazo,3,54,5,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 1. Instrumentos de patrimonio,,0,1,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 1. Instrumentos de patrimonio,INVERSION
55,Otras cuentas no bancarias,2,5,5,DEUDORA,,,,0,0,1,,OTROS_EXPLOTACION
550,Titular de la explotación,3,55,5,DEUDORA,BALANCE_PN,A) Patrimonio neto / A-1) Fondos propios / I. Capital / 1. Capital escriturado,,0,1,1,A) Patrimonio neto / A-1) Fondos propios / I. Capital / 1. Capital escriturado,OTROS_EXPLOTACION
551,Cuenta corriente con socios y administradores,3,55,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 5. Otros activos financieros,,1,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 5. Otros activos financieros,OTROS_EXPLOTACION
552,Cuenta corriente con otras personas y entidades vinculadas,3,55,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,,1,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,OTROS_EXPLOTACION
5523,Cuenta corriente con empresas del grupo,4,552,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,,1,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,OTROS_EXPLOTACION
5524,Cuenta corriente con empresas asociadas,4,552,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,,1,0,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 5. Otros activos financieros,OTROS_EXPLOTACION
5525,Cuenta corriente con otras partes vinculadas,4,552,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 5. Otros activos financieros,,1,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 5. Otros activos financieros,OTROS_EXPLOTACION
553,Cuentas corrientes en fusiones y escisiones,3,55,5,DEUDORA,,,,0,0,1,,OTROS_EXPLOTACION
5530,Socios de sociedad disuelta,4,553,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / III. Deudores comerciales y otras cuentas a cobrar / 3. Deudores varios,,0,0,1,B) Activo corriente / II. Deudores comerciales y otras cuentas a cobrar / 3. Deudores varios,OTROS_EXPLOTACION
5531,"Socios, cuenta de fusión",4,553,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / III. Deudas a corto plazo / 5. Otros pasivos financieros,,0,0,1,C) Pasivo corriente / II. Deudas a corto plazo / 5. Otros pasivos financieros,OTROS_EXPLOTACION
5532,Socios de sociedad escindida,4,553,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / III. Deudores comerciales y otras cuentas a cobrar / 3. Deudores varios,,0,0,1,B) Activo corriente / II. Deudores comerciales y otras cuentas a cobrar / 3. Deudores varios,OTROS_EXPLOTACION
5533,"Socios, cuenta de escisión",4,553,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / III. Deudas a corto plazo / 5. Otros pasivos financieros,,0,0,1,C) Pasivo corriente / II. Deudas a corto plazo / 5. Otros pasivos financieros,OTROS_EXPLOTACION
554,Cuenta corriente con uniones temporales de empresas y comunidades de bienes,3,55,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / III. Deudores comerciales y otras cuentas a cobrar / 3. Deudores varios,,1,0,1,B) Activo corriente / II. Deudores comerciales y otras cuentas a cobrar / 3. Deudores varios,OTROS_EXPLOTACION
555,Partidas pendientes de aplicación,3,55,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / III. Deudores comerciales y otras cuentas a cobrar / 3. Deudores varios,,1,0,1,B) Activo corriente / II. Deudores comerciales y otras cuentas a cobrar / 3. Deudores varios,OTROS_EXPLOTACION
556,Desembolsos exigidos sobre participaciones en el patrimonio neto,3,55,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / III. Deudas a corto plazo / 5. Otros pasivos financieros,,0,0,1,C) Pasivo corriente / II. Deudas a corto plazo / 5. Otros pasivos financieros,OTROS_EXPLOTACION
5563,"Desembolsos exigidos sobre participaciones, empresas del grupo",4,556,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / IV. Deudas con empresas del grupo y asociadas a corto plazo,,0,0,1,C) Pasivo corriente / III. Deudas con empresas del grupo y asociadas a corto plazo,OTROS_EXPLOTACION
5564,"Desembolsos exigidos sobre participaciones, empresas asociadas",4,556,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / IV. Deudas con empresas del grupo y asociadas a corto plazo,,0,0,1,C) Pasivo corriente / III. Deudas con empresas del grupo y asociadas a corto plazo,OTROS_EXPLOTACION
5565,"Desembolsos exigidos sobre participaciones, otras partes vinculadas",4,556,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / III. Deudas a corto plazo / 5. Otros pasivos financieros,,0,0,1,C) Pasivo corriente / II. Deudas a corto plazo / 5. Otros pasivos financieros,OTROS_EXPLOTACION
5566,Desembolsos exigidos sobre participaciones de otras empresas,4,556,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / III. Deudas a corto plazo / 5. Otros pasivos financieros,,0,0,1,C) Pasivo corriente / II. Deudas a corto plazo / 5. Otros pasivos financieros,OTROS_EXPLOTACION
557,Dividendo activo a cuenta,3,55,5,DEUDORA,BALANCE_PN,A) Patrimonio neto / A-1) Fondos propios / VIII. (Dividendo a cuenta),,0,1,1,A) Patrimonio neto / A-1) Fondos propios / VIII. (Dividendo a cuenta),OTROS_EXPLOTACION
558,Socios por desembolsos exigidos,3,55,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / III. Deudores comerciales y otras cuentas a cobrar / 7. Accionistas (socios) por desembolsos exigidos,,0,0,1,B) Activo corriente / II. Deudores comerciales y otras cuentas a cobrar / 7. Accionistas (socios) por desembolsos exigidos,OTROS_EXPLOTACION
5580,Socios por desembolsos exigidos sobre acciones o participaciones ordinarias,4,558,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / III. Deudores comerciales y otras cuentas a cobrar / 7. Accionistas (socios) por desembolsos exigidos,,0,0,1,B) Activo corriente / II. Deudores comerciales y otras cuentas a cobrar / 7. Accionistas (socios) por desembolsos exigidos,OTROS_EXPLOTACION
5585,Socios por desembolsos exigidos sobre acciones o participaciones consideradas como pasivos financieros,4,558,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / III. Deudores comerciales y otras cuentas a cobrar / 7. Accionistas (socios) por desembolsos exigidos,,0,0,1,B) Activo corriente / II. Deudores comerciales y otras cuentas a cobrar / 7. Accionistas (socios) por desembolsos exigidos,OTROS_EXPLOTACION
559,Derivados financieros a corto plazo,3,55,5,DEUDORA,,,,0,0,1,,OTROS_EXPLOTACION
5590,"Activos por derivados financieros a corto plazo, cartera de negociación",4,559,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 4. Derivados,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 4. Derivados,OTROS_EXPLOTACION
5593,"Activos por derivados financieros a corto plazo, instrumentos de cobertura",4,559,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 4. Derivados,,0,0,0,,OTROS_EXPLOTACION
5595,"Pasivos por derivados financieros a corto plazo, cartera de negociación",4,559,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / III. Deudas a corto plazo / 4. Derivados,,0,0,1,C) Pasivo corriente / II. Deudas a corto plazo / 4. Derivados,OTROS_EXPLOTACION
5598,"Pasivos por derivados financieros a corto plazo, instrumentos de cobertura",4,559,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / III. Deudas a corto plazo / 4. Derivados,,0,0,0,,OTROS_EXPLOTACION
56,Fianzas y depósitos recibidos y constituidos a corto plazo y ajustes por periodificación,2,5,5,DEUDORA,,,,0,0,1,,FINANCIACION
560,Fianzas recibidas a corto plazo,3,56,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / III. Deudas a corto plazo / 5. Otros pasivos financieros,,0,0,1,C) Pasivo corriente / II. Deudas a corto plazo / 5. Otros pasivos financieros,FINANCIACION
561,Depósitos recibidos a corto plazo,3,56,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / III. Deudas a corto plazo / 5. Otros pasivos financieros,,0,0,1,C) Pasivo corriente / II. Deudas a corto plazo / 5. Otros pasivos financieros,FINANCIACION
565,Fianzas constituidas a corto plazo,3,56,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 5. Otros activos financieros,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 5. Otros activos financieros,FINANCIACION
566,Depósitos constituidos a corto plazo,3,56,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 5. Otros activos financieros,,0,0,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 5. Otros activos financieros,FINANCIACION
567,Intereses pagados por anticipado,3,56,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / VI. Periodificaciones a corto plazo,,0,0,1,B) Activo corriente / V. Periodificaciones a corto plazo,FINANCIACION
568,Intereses cobrados por anticipado,3,56,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / VI. Periodificaciones a corto plazo,,0,0,1,C) Pasivo corriente / V. Periodificaciones a corto plazo,FINANCIACION
569,Garantías financieras a corto plazo,3,56,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / III. Deudas a corto plazo / 5. Otros pasivos financieros,,0,0,1,C) Pasivo corriente / II. Deudas a corto plazo / 5. Otros pasivos financieros,FINANCIACION
57,Tesorería,2,5,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / VII. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,,0,0,1,B) Activo corriente / VI. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,
570,"Caja, euros",3,57,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / VII. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,,0,0,1,B) Activo corriente / VI. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,
571,"Caja, moneda extranjera",3,57,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / VII. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,,0,0,1,B) Activo corriente / VI. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,
572,"Bancos e instituciones de crédito c/c vista, euros",3,57,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / VII. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,,0,0,1,B) Activo corriente / VI. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,
573,"Bancos e instituciones de crédito c/c vista, moneda extranjera",3,57,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / VII. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,,0,0,1,B) Activo corriente / VI. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,
574,"Bancos e instituciones de crédito, cuentas de ahorro, euros",3,57,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / VII. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,,0,0,1,B) Activo corriente / VI. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,
575,"Bancos e instituciones de crédito, cuentas de ahorro, moneda extranjera",3,57,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / VII. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,,0,0,1,B) Activo corriente / VI. Efectivo y otros activos líquidos equivalentes / 1. Tesorería,
576,Inversiones a corto plazo de gran liquidez,3,57,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / VII. Efectivo y otros activos líquidos equivalentes / 2. Otros activos líquidos equivalentes,,0,0,1,B) Activo corriente / VI. Efectivo y otros activos líquidos equivalentes / 2. Otros activos líquidos equivalentes,
58,Activos no corrientes mantenidos para la venta y activos y pasivos asociados,2,5,5,DEUDORA,,,,0,0,1,,INVERSION
580,Inmovilizado,3,58,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / I. Activos no corrientes mantenidos para la venta,,0,0,0,,INVERSION
581,Inversiones con personas y entidades vinculadas,3,58,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / I. Activos no corrientes mantenidos para la venta,,0,0,0,,INVERSION
582,Inversiones financieras,3,58,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / I. Activos no corrientes mantenidos para la venta,,0,0,0,,INVERSION
583,"Existencias, deudores comerciales y otras cuentas a cobrar",3,58,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / I. Activos no corrientes mantenidos para la venta,,0,0,0,,INVERSION
584,Otros activos,3,58,5,DEUDORA,BALANCE_ACTIVO,B) Activo corriente / I. Activos no corrientes mantenidos para la venta,,0,0,0,,INVERSION
585,Provisiones,3,58,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / I. Pasivos vinculados con activos no corrientes mantenidos para la venta,,0,0,0,,INVERSION
586,Deudas con características especiales,3,58,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / I. Pasivos vinculados con activos no corrientes mantenidos para la venta,,0,0,0,,INVERSION
587,Deudas con personas y entidades vinculadas,3,58,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / I. Pasivos vinculados con activos no corrientes mantenidos para la venta,,0,0,0,,INVERSION
588,Acreedores comerciales y otras cuentas a pagar,3,58,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / I. Pasivos vinculados con activos no corrientes mantenidos para la venta,,0,0,0,,INVERSION
589,Otros pasivos,3,58,5,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / I. Pasivos vinculados con activos no corrientes mantenidos para la venta,,0,0,0,,INVERSION
59,Deterioro del valor de inversiones financieras a corto plazo y de activos no corrientes mantenidos para la venta,2,5,5,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente,,0,1,1,B) Activo corriente,INVERSION
593,Deterioro de valor de participaciones a corto plazo en partes vinculadas,3,59,5,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,,0,1,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,INVERSION
5933,Deterioro de valor de participaciones a corto plazo en empresas del grupo,4,593,5,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,,0,1,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,INVERSION
5934,Deterioro de valor de participaciones a corto plazo en empresas asociadas,4,593,5,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / IV. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,,0,1,1,B) Activo corriente / III. Inversiones en empresas del grupo y asociadas a corto plazo / 1. Instrumentos de patrimonio,INVERSION
5935,Deterioro de valor de participaciones a corto plazo en otras partes vinculadas,4,593,5,ACREEDORA,BALANCE_ACTIVO,B) Activo corriente / V. Inversiones financieras a corto plazo / 1. Instrumentos de patrimonio,,0,1,1,B) Activo corriente / IV. Inversiones financieras a corto plazo / 1. Instrumentos de patrimonio,INVERSION
